date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:14:25	27082/27082	---M--	200	added ('OK')	image/png	etag:%2267ee54536e931d138ae1b420e050ea03%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/64/62/64629b47-c13a-4bcd-b91b-d1ee60f3182f/water.png	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/64/62/64629b47-c13a-4bcd-b91b-d1ee60f3182f/water.png	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:26	106564/106564	---M--	200	added ('OK')	image/png	etag:%22afd24ef07c3eb5823414b8e70be27ab2%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/6c/01/6c014f39-2265-4650-9dfb-b7869752ba4c/non-hazard.png	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/6c/01/6c014f39-2265-4650-9dfb-b7869752ba4c/non-hazard.png	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:27	174598/174598	---M--	200	added ('OK')	image/png	etag:%22d3306dac9cbbc9272fe9afbe59e75699%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/16/d9/16d977a6-7c02-41a6-b01d-94ba48d25198/thermal_saving-info_icon-05.png	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/16/d9/16d977a6-7c02-41a6-b01d-94ba48d25198/thermal_saving-info_icon-05.png	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:27	167794/167794	---M--	200	added ('OK')	image/png	etag:%229eb0701bb27908f543d48c4619ebe69d%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/a7/de/a7dea87e-453e-45f0-b8b9-fc291c01e2e2/power_saving-info_icon-06.png	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/a7/de/a7dea87e-453e-45f0-b8b9-fc291c01e2e2/power_saving-info_icon-06.png	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:28	46220/46220	---M--	200	added ('OK')	image/png	etag:%22f4509e8022b571fd5758297679f19ea6%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/0f/da/0fda5738-3dc5-46f1-af00-c14500b58ce8/11.png	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/0f/da/0fda5738-3dc5-46f1-af00-c14500b58ce8/11.png	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:28	63859/63859	---M--	200	added ('OK')	image/png	etag:%223bb3963f2e9e73cd3684cf9c9b2c5e2e%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/27/7f/277f3ea7-f2ef-4056-a314-601c1edc766e/22.png	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/27/7f/277f3ea7-f2ef-4056-a314-601c1edc766e/22.png	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:28	60076/60076	---M--	200	added ('OK')	image/png	etag:%22fa53dc23a23bda5e08b8f258901f8252%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/d9/d7/d9d7b648-87f3-4de5-8627-017b29695220/33.png	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/d9/d7/d9d7b648-87f3-4de5-8627-017b29695220/33.png	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:29	68702/68702	---M--	200	added ('OK')	image/png	etag:%2282c1010b3fc4405212b473631c56d930%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/4e/ba/4ebaa53f-116e-4d8f-b1b6-4f738f66ce03/44.png	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/4e/ba/4ebaa53f-116e-4d8f-b1b6-4f738f66ce03/44.png	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:30	33541/33541	---M--	200	added ('OK')	image/jpeg	etag:%226a6e1ac9ed0c29e456f3776abcfe1daf%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/d9/d3/d9d38eb3-39ad-403e-aff7-420148707ff1/generated_bb.jpg.761.0x784.0_q80_crop_upscale.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/d9/d3/d9d38eb3-39ad-403e-aff7-420148707ff1/generated_bb.jpg.761.0x784.0_q80_crop_upscale.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:30	244845/244845	---M--	200	added ('OK')	image/jpeg	etag:%22ad16c4401d7a150f53d6ba9847ca7dce%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/25/05/25051250-1390-4aa9-99c1-b75d9bbd4087/aa.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/25/05/25051250-1390-4aa9-99c1-b75d9bbd4087/aa.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:30	3749576/3749576	---M--	200	added ('OK')	image/jpeg	etag:%227d5d2fed9fb46ad0736d1fe0355276ea%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/74/a3/74a3b523-16fa-4c12-992c-2599f4241c42/reuse.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/74/a3/74a3b523-16fa-4c12-992c-2599f4241c42/reuse.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:31	51167/51167	---M--	200	added ('OK')	image/jpeg	etag:%225824d5fb450a68260f0502a7fa884800%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/3c/b0/3cb0aae1-e030-4127-9ba9-3dddeabcd493/generated_bb.jpg.761.0x784.0_q80_crop_upscale.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/3c/b0/3cb0aae1-e030-4127-9ba9-3dddeabcd493/generated_bb.jpg.761.0x784.0_q80_crop_upscale.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:31	54280/54280	---M--	200	added ('OK')	image/jpeg	etag:%22e36f25b7432c907fa1e8cdf40cd01ae3%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/23/f9/23f91943-ea72-49b9-81da-35cd79b46d6e/generated_bb.jpg.761.0x784.0_q80_crop_upscale.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/23/f9/23f91943-ea72-49b9-81da-35cd79b46d6e/generated_bb.jpg.761.0x784.0_q80_crop_upscale.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:31	402214/402214	---M--	200	added ('OK')	image/jpeg	etag:%2204e133fb9ab14df25dae72b044ef7d18%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/de/da/dedaad32-1830-441b-aecc-8a65983ec7eb/aa.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/de/da/dedaad32-1830-441b-aecc-8a65983ec7eb/aa.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:32	257271/257271	---M--	200	added ('OK')	image/jpeg	etag:%2250ae564460edbee78357e2785c7b9d5d%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/0e/d6/0ed6c90b-ee6d-4d4c-a407-c20beb10d2f3/bb.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/0e/d6/0ed6c90b-ee6d-4d4c-a407-c20beb10d2f3/bb.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:32	49788/49788	---M--	200	added ('OK')	image/jpeg	etag:%223afa1837e0228de50549cb9afbc36904%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/9a/22/9a22843f-434e-49ba-a872-02ae6b155220/generated_bb.jpg.761.0x784.0_q80_crop_upscale.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/9a/22/9a22843f-434e-49ba-a872-02ae6b155220/generated_bb.jpg.761.0x784.0_q80_crop_upscale.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:33	61557/61557	---M--	200	added ('OK')	image/jpeg	etag:%22be022e3faadcfcae45c452a37cbd838a%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/82/95/82955187-8d1b-4d01-a165-3f7880ae582b/generated_antislip_01.jpg.779.0x779.0_q80_crop_upscale.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/82/95/82955187-8d1b-4d01-a165-3f7880ae582b/generated_antislip_01.jpg.779.0x779.0_q80_crop_upscale.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:33	408023/408023	---M--	200	added ('OK')	image/jpeg	etag:%22e2f2c92fef00c60b4c2868750e903c72%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/53/f9/53f9be42-d724-4202-8bdc-d3c5c3755786/aa.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/53/f9/53f9be42-d724-4202-8bdc-d3c5c3755786/aa.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:34	555954/555954	---M--	200	added ('OK')	image/jpeg	etag:%2255f4671119b6b2c01328336f32afe66c%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/f9/83/f983f1d4-aec2-4f23-914c-69384fb3b618/antislip_01.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/f9/83/f983f1d4-aec2-4f23-914c-69384fb3b618/antislip_01.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:34	97848/97848	---M--	200	added ('OK')	image/jpeg	etag:%227cb47f34dfa1e14be8d82fcafe8bb4b5%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/cf/70/cf705e16-a39b-41a9-bb6b-fa01eb5f57d4/generated_orbit.jpg.779.0x779.0_q80_crop_upscale.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/cf/70/cf705e16-a39b-41a9-bb6b-fa01eb5f57d4/generated_orbit.jpg.779.0x779.0_q80_crop_upscale.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:35	827161/827161	---M--	200	added ('OK')	image/jpeg	etag:%22ae70fb007a498678e10670a6793ab30c%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/5f/43/5f4369b2-6726-4fa3-9cb3-0da1c0232b48/orbit.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/5f/43/5f4369b2-6726-4fa3-9cb3-0da1c0232b48/orbit.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:35	224720/224720	---M--	200	added ('OK')	image/jpeg	etag:%22197ad1749074ed9d4eed42e448123940%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/55/54/55547dff-f571-48eb-94fa-2309caf49e93/1.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/55/54/55547dff-f571-48eb-94fa-2309caf49e93/1.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:36	355300/355300	---M--	200	added ('OK')	image/jpeg	etag:%2298719bcf892b82ea7b5829257e5e8754%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/5d/f6/5df6626e-eb3d-4c32-9308-46dff4eb6d72/orbit.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/5d/f6/5df6626e-eb3d-4c32-9308-46dff4eb6d72/orbit.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:36	98437/98437	---M--	200	added ('OK')	image/jpeg	etag:%22b06ff220fbb614e353abaafcff12576b%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/8f/1f/8f1f2360-b0f2-459f-86ea-5684d77717b9/logo-recycled-green-new.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/8f/1f/8f1f2360-b0f2-459f-86ea-5684d77717b9/logo-recycled-green-new.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:36	9800/9800	---M--	200	added ('OK')	image/png	etag:%226346adc5480414f40baa34cb4489e13c%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/46/61/4661e134-aee0-4522-a9d7-77d295fe5ea2/cta_catalogue.png	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/46/61/4661e134-aee0-4522-a9d7-77d295fe5ea2/cta_catalogue.png	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:36	17079/17079	---M--	200	added ('OK')	image/jpeg	etag:%22e7e72b6851f3e3cb769d49d1f71e31cc%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/98/41/98415b29-451e-4112-ab1e-611e33ab6f11/impact-seal.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/98/41/98415b29-451e-4112-ab1e-611e33ab6f11/impact-seal.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:37	13368/13368	---M--	200	added ('OK')	image/jpeg	etag:%22f93bd66ab6b308dbd32a65a9b58de76b%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/12/0c/120cffe8-ff7b-4810-899b-73a3b3035862/ecolabel-ras.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/12/0c/120cffe8-ff7b-4810-899b-73a3b3035862/ecolabel-ras.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:37	40174/40174	---M--	200	added ('OK')	image/jpeg	etag:%2294551dee7121040eb1d4411ed024f813%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/9a/40/9a401a88-08c5-4be6-8e32-b3fc4bf314dd/cl2abllo_450x450.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/9a/40/9a401a88-08c5-4be6-8e32-b3fc4bf314dd/cl2abllo_450x450.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:37	31281/31281	---M--	200	added ('OK')	image/jpeg	etag:%22032723416ca8fc067180484278e77c1b%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/1b/89/1b89c2f4-6433-4e2d-a499-820bf172fd27/sustainability_logo.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/1b/89/1b89c2f4-6433-4e2d-a499-820bf172fd27/sustainability_logo.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:39	56341/56341	---M--	200	added ('OK')	image/jpeg	etag:%22274b82b949f3e65afba5122faef381a1%22	https://diix1yrt822hg.cloudfront.net/media/filer_public/fd/29/fd29aa65-5046-4e53-85a8-6cf62c6f2a1b/iso_50001_2.jpg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/media/filer_public/fd/29/fd29aa65-5046-4e53-85a8-6cf62c6f2a1b/iso_50001_2.jpg	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:40	3179/3179	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dd9c934d8cf51a92e622ab2f377d1ee1%22	https://static.addtoany.com/menu/page.js	C:/My%20Web%20Sites/r/static.addtoany.com/menu/page.js	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:40	451296/451296	---MCZ	200	added ('OK')	application/javascript	etag:W/%223529c988aefe69a2c7759d3318a2f07b%22	https://diix1yrt822hg.cloudfront.net/static/vendors.fa44ca51cbf97dfa8b80.js	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/vendors.fa44ca51cbf97dfa8b80.js	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:40	141950/141950	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a1dc33a0ab7e5ca3931789e3d0453d66%22	https://diix1yrt822hg.cloudfront.net/static/app.03a33c6d5522dfad6cc8.js	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/app.03a33c6d5522dfad6cc8.js	(from https://www.rakceramics.com/uk/en/sustainability/)
22:14:41	170/170	---M--	200	added ('OK')	image/svg+xml	etag:%22a2da4d7f39747265433a3ec566136d26%22	https://diix1yrt822hg.cloudfront.net/static/static/1d40a252ccf1dae81b0e.svg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/1d40a252ccf1dae81b0e.svg	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:41	171/171	---M--	200	added ('OK')	image/svg+xml	etag:%2217f95d803cb1c3a23edbb10095f8c6ee%22	https://diix1yrt822hg.cloudfront.net/static/static/4f75c672ffd9cd59f2a9.svg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/4f75c672ffd9cd59f2a9.svg	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:41	3208/3208	---M--	200	added ('OK')	image/gif	etag:%22e36630ddc236b6ae9d4dfd7802b4152b%22	https://diix1yrt822hg.cloudfront.net/static/static/df0d493ac3bf8937f3e2.gif	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/df0d493ac3bf8937f3e2.gif	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:42	3208/3208	---M--	200	added ('OK')	image/gif	etag:%2237e24e0370847870c1c43ea9ce19b1f4%22	https://diix1yrt822hg.cloudfront.net/static/static/09d4e1b4a949d35caedb.gif	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/09d4e1b4a949d35caedb.gif	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:42	1764/1764	---M--	200	added ('OK')	font/woff2	etag:%2233b6a89cb115f4db81863c7b07b5ba36%22	https://diix1yrt822hg.cloudfront.net/static/static/231a3fec72a21c683c49.woff2?7t05iu	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/231a3fec72a21c683c493939.woff2	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:43	3888/3888	---M--	200	added ('OK')	font/woff	etag:%22edea555c43add78338a48e744717c30f%22	https://diix1yrt822hg.cloudfront.net/static/static/fc3d63941618d1a05a09.woff?7t05iu	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/fc3d63941618d1a05a093939.woff	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:43	845/845	---M--	200	added ('OK')	image/svg+xml	etag:%226c4399c9792b98fed677e510ea34bb9a%22	https://diix1yrt822hg.cloudfront.net/static/static/0c72abc874f2de1ee29e.svg	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/0c72abc874f2de1ee29e.svg	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:43	591/591	---M--	200	added ('OK')	image/png	etag:%229fbf8d62abf9985f919044685276e1fd%22	https://diix1yrt822hg.cloudfront.net/static/static/50ba20ca942d814be5ae.png	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/50ba20ca942d814be5ae.png	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:44	49324/49324	---M--	200	added ('OK')	font/woff2	etag:%220ad25e1018b1c67920a14661260d2180%22	https://diix1yrt822hg.cloudfront.net/static/static/3518e64b21103e4b2d47.woff2	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/3518e64b21103e4b2d47.woff2	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:44	70784/70784	---M--	200	added ('OK')	font/woff	etag:%22cf9aa3e6e0af5d593aea3be4c1555314%22	https://diix1yrt822hg.cloudfront.net/static/static/73384428b683c28cf309.woff	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/73384428b683c28cf309.woff	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:44	50492/50492	---M--	200	added ('OK')	font/woff2	etag:%22b92666266bd48f47de66cbdae881b1d2%22	https://diix1yrt822hg.cloudfront.net/static/static/d41d7c2375d7f78e8305.woff2	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/d41d7c2375d7f78e8305.woff2	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:44	72428/72428	---M--	200	added ('OK')	font/woff	etag:%225339c6c1ea999539ef35b0c10c23a12c%22	https://diix1yrt822hg.cloudfront.net/static/static/5392ebf1da7f2d2d93fc.woff	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/5392ebf1da7f2d2d93fc.woff	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:45	50576/50576	---M--	200	added ('OK')	font/woff2	etag:%2272eea25a559272c090d4f067e7ca3034%22	https://diix1yrt822hg.cloudfront.net/static/static/02d30d49f061087e6275.woff2	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/02d30d49f061087e6275.woff2	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:47	51092/51092	---M--	200	added ('OK')	font/woff2	etag:%22a36b89cf7f8bc02d94deabfc59fb9897%22	https://diix1yrt822hg.cloudfront.net/static/static/b2be0bf638eacbb24415.woff2	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/b2be0bf638eacbb24415.woff2	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:47	73332/73332	---M--	200	added ('OK')	font/woff	etag:%22719dd032def5785d211be60cb2757556%22	https://diix1yrt822hg.cloudfront.net/static/static/539a38b92a09ffeabcb9.woff	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/539a38b92a09ffeabcb9.woff	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:47	50488/50488	---M--	200	added ('OK')	font/woff2	etag:%223b48234d19a2cff9b94f4a66385f479b%22	https://diix1yrt822hg.cloudfront.net/static/static/13c404f85f4b8532e4e9.woff2	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/13c404f85f4b8532e4e9.woff2	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:48	72804/72804	---M--	200	added ('OK')	font/woff	etag:%2211787c17e3344844359bb5295bb0bd66%22	https://diix1yrt822hg.cloudfront.net/static/static/d42abfb2f0121bc1595b.woff	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/d42abfb2f0121bc1595b.woff	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:48	51148/51148	---M--	200	added ('OK')	font/woff2	etag:%224ca79fd9a4b1c35535ffed3118e5bdbe%22	https://diix1yrt822hg.cloudfront.net/static/static/9641d5d087bc9e626d4c.woff2	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/9641d5d087bc9e626d4c.woff2	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:49	72588/72588	---M--	200	added ('OK')	font/woff	etag:%22b8b535c2b487f08bda5f62bea8dba436%22	https://diix1yrt822hg.cloudfront.net/static/static/40b4e64bce0f7fa6cc17.woff	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/40b4e64bce0f7fa6cc17.woff	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
22:14:49	73640/73640	---M--	200	added ('OK')	font/woff	etag:%22a05736963a8849655e590474a657c058%22	https://diix1yrt822hg.cloudfront.net/static/static/c496ea9e1a7e635b4aec.woff	C:/My%20Web%20Sites/r/diix1yrt822hg.cloudfront.net/static/static/c496ea9e1a7e635b4aec.woff	(from https://diix1yrt822hg.cloudfront.net/static/app.488e54b6bde863171b98.css)
